营业流水号,结算流水号,客位名称,牌号,备注,桌号,就餐人数,应收金额,优惠金额,实收金额,操作pos,操作员,结算时间,开票标志,打印次数,hour
YY000101-251212-0042,JS000101-251212-0042,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-12 12:33:48,否,1,12
YY000101-251212-0033,JS000101-251212-0041,大厅.A03,,,,1,46.0,0.0,46.0,收银pos,001-收银,2025-12-12 12:33:24,否,0,12
YY000101-251212-0041,JS000101-251212-0040,外卖区域.WM客位204262,,,,1,46.6,0.0,46.6,收银pos,001-收银,2025-12-12 12:27:41,否,1,12
YY000101-251212-0040,JS000101-251212-0039,大厅.A06,,,,2,68.0,0.0,68.0,收银pos,001-收银,2025-12-12 12:26:02,否,0,12
YY000101-251212-0039,JS000101-251212-0038,外卖区域.WM客位204262,,,,1,71.6,0.0,71.6,收银pos,001-收银,2025-12-12 12:24:40,否,1,12
YY000101-251212-0038,JS000101-251212-0037,外卖区域.WM客位204262,,,,1,58.8,0.0,58.8,收银pos,001-收银,2025-12-12 12:16:22,否,1,12
YY000101-251212-0037,JS000101-251212-0036,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-12 12:16:09,否,1,12
YY000101-251212-0036,JS000101-251212-0035,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 12:14:46,否,1,12
YY000101-251212-0035,JS000101-251212-0034,外卖区域.WM客位204262,,,,1,58.8,0.0,58.8,收银pos,001-收银,2025-12-12 12:14:33,否,1,12
YY000101-251212-0034,JS000101-251212-0033,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 12:09:12,否,1,12
YY000101-251212-0032,JS000101-251212-0032,大厅.A03,,,,1,25.0,0.0,25.0,收银pos,001-收银,2025-12-12 12:04:26,否,0,12
YY000101-251212-0031,JS000101-251212-0031,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:55:26,否,1,11
YY000101-251212-0030,JS000101-251212-0030,外卖区域.WM客位204262,,,,1,45.6,0.0,45.6,收银pos,001-收银,2025-12-12 11:54:23,否,1,11
YY000101-251212-0029,JS000101-251212-0029,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:40:52,否,1,11
YY000101-251212-0028,JS000101-251212-0028,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-12 11:38:38,否,1,11
YY000101-251212-0027,JS000101-251212-0027,外卖区域.WM客位204262,,,,1,40.7,0.0,40.7,收银pos,001-收银,2025-12-12 11:33:47,否,1,11
YY000101-251212-0026,JS000101-251212-0026,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-12-12 11:27:20,否,1,11
YY000101-251212-0025,JS000101-251212-0025,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:26:57,否,1,11
YY000101-251212-0024,JS000101-251212-0024,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-12-12 11:26:14,否,1,11
YY000101-251212-0023,JS000101-251212-0023,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:25:11,否,1,11
YY000101-251212-0022,JS000101-251212-0022,外卖区域.WM客位204262,,,,1,34.7,0.0,34.7,收银pos,001-收银,2025-12-12 11:23:37,否,1,11
YY000101-251212-0021,JS000101-251212-0021,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-12 11:23:09,否,1,11
YY000101-251212-0020,JS000101-251212-0020,外卖区域.WM客位204262,,,,1,56.7,0.0,56.7,收银pos,001-收银,2025-12-12 11:17:42,否,1,11
YY000101-251212-0019,JS000101-251212-0019,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:15:53,否,1,11
YY000101-251212-0018,JS000101-251212-0018,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-12 11:14:45,否,1,11
YY000101-251212-0017,JS000101-251212-0017,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-12 11:10:45,否,1,11
YY000101-251212-0016,JS000101-251212-0016,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:10:17,否,1,11
YY000101-251212-0015,JS000101-251212-0015,外卖区域.WM客位204262,,,,1,36.7,0.0,36.7,收银pos,001-收银,2025-12-12 11:06:42,否,1,11
YY000101-251212-0014,JS000101-251212-0014,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:05:38,否,1,11
YY000101-251212-0013,JS000101-251212-0013,外卖区域.WM客位204262,,,,1,41.7,0.0,41.7,收银pos,001-收银,2025-12-12 11:05:38,否,1,11
YY000101-251212-0012,JS000101-251212-0012,外卖区域.WM客位204262,,,,1,56.8,0.0,56.8,收银pos,001-收银,2025-12-12 11:05:30,否,1,11
YY000101-251212-0011,JS000101-251212-0011,外卖区域.WM客位204262,,,,1,50.6,0.0,50.6,收银pos,001-收银,2025-12-12 11:05:22,否,1,11
YY000101-251212-0010,JS000101-251212-0010,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 11:03:38,否,1,11
YY000101-251212-0009,JS000101-251212-0009,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-12 10:58:38,否,1,10
YY000101-251212-0008,JS000101-251212-0008,外卖区域.WM客位204262,,,,1,42.6,0.0,42.6,收银pos,001-收银,2025-12-12 10:51:12,否,1,10
YY000101-251212-0007,JS000101-251212-0007,外卖区域.WM客位204262,,,,1,43.06,0.0,43.06,收银pos,001-收银,2025-12-12 10:50:39,否,1,10
YY000101-251212-0006,JS000101-251212-0006,外卖区域.WM客位204262,,,,1,35.3,0.0,35.3,收银pos,001-收银,2025-12-12 10:44:58,否,1,10
YY000101-251212-0005,JS000101-251212-0005,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-12 10:40:13,否,1,10
YY000101-251212-0004,JS000101-251212-0004,外卖区域.WM客位204262,,,,1,35.26,0.0,35.26,收银pos,001-收银,2025-12-12 10:32:21,否,1,10
YY000101-251212-0003,JS000101-251212-0003,外卖区域.WM客位204262,,,,1,42.7,0.0,42.7,收银pos,001-收银,2025-12-12 10:31:48,否,1,10
YY000101-251212-0002,JS000101-251212-0002,外卖区域.WM客位204262,,,,1,36.7,0.0,36.7,收银pos,001-收银,2025-12-12 10:17:27,否,1,10
YY000101-251212-0001,JS000101-251212-0001,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-12 10:17:08,否,1,10
YY000101-251211-0106,JS000101-251211-0106,外卖区域.WM客位204262,,,,1,47.6,0.0,47.6,收银pos,001-收银,2025-12-11 20:59:24,否,1,20
YY000101-251211-0105,JS000101-251211-0105,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-11 20:59:17,否,1,20
YY000101-251211-0100,JS000101-251211-0104,大厅.A09,,,,2,256.0,0.0,256.0,收银pos,001-收银,2025-12-11 20:41:48,否,0,20
YY000101-251211-0094,JS000101-251211-0089,大厅.A11,,,,2,220.0,0.0,220.0,收银pos,001-收银,2025-12-11 20:41:29,否,0,20
YY000101-251211-0104,JS000101-251211-0103,外卖区域.WM客位204262,,,,1,41.6,0.0,41.6,收银pos,001-收银,2025-12-11 20:36:46,否,1,20
YY000101-251211-0102,JS000101-251211-0101,外卖区域.WM客位204262,,,,1,52.6,0.0,52.6,收银pos,001-收银,2025-12-11 20:33:59,否,1,20
YY000101-251211-0101,JS000101-251211-0100,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-11 20:33:27,否,1,20
YY000101-251211-0091,JS000101-251211-0087,大厅.A02,,,,2,255.0,0.0,255.0,收银pos,001-收银,2025-12-11 20:29:58,否,0,20
YY000101-251211-0093,JS000101-251211-0099,大厅.A04,,,,3,30.0,0.0,30.0,收银pos,001-收银,2025-12-11 20:26:12,否,0,20
YY000101-251211-0098,JS000101-251211-0096,大厅.A01,,,,2,36.0,0.0,36.0,收银pos,001-收银,2025-12-11 20:15:04,否,0,20
YY000101-251211-0080,JS000101-251211-0098,大厅.A05,,,,2,216.0,0.0,216.0,收银pos,001-收银,2025-12-11 20:08:46,否,1,20
YY000101-251211-0099,JS000101-251211-0097,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-12-11 19:50:22,否,1,19
YY000101-251211-0089,JS000101-251211-0095,大厅.A07,,,,2,139.0,0.0,139.0,收银pos,001-收银,2025-12-11 19:46:23,否,0,19
YY000101-251211-0097,JS000101-251211-0094,外卖区域.WM客位204262,,,,1,50.7,0.0,50.7,收银pos,001-收银,2025-12-11 19:41:29,否,1,19
YY000101-251211-0082,JS000101-251211-0093,大厅.A03,,,,2,194.0,0.0,194.0,收银pos,001-收银,2025-12-11 19:38:00,否,0,19
YY000101-251211-0088,JS000101-251211-0092,大厅.A09,,,,2,79.0,0.0,79.0,收银pos,001-收银,2025-12-11 19:35:09,否,0,19
YY000101-251211-0096,JS000101-251211-0091,外卖区域.WM客位204262,,,,1,48.8,0.0,48.8,收银pos,001-收银,2025-12-11 19:34:47,否,1,19
YY000101-251211-0095,JS000101-251211-0090,外卖区域.WM客位204262,,,,1,29.6,0.0,29.6,收银pos,001-收银,2025-12-11 19:32:42,否,1,19
YY000101-251211-0092,JS000101-251211-0088,大厅.A04,,,,2,178.0,0.0,178.0,收银pos,001-收银,2025-12-11 19:21:03,否,0,19
YY000101-251211-0090,JS000101-251211-0086,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-11 19:17:51,否,1,19
YY000101-251211-0087,JS000101-251211-0085,外卖区域.WM客位204262,,,,1,58.8,0.0,58.8,收银pos,001-收银,2025-12-11 19:07:47,否,1,19
YY000101-251211-0074,JS000101-251211-0083,大厅.A06,,,,3,200.0,40.0,160.0,收银pos,001-收银,2025-12-11 19:05:05,否,0,19
YY000101-251211-0086,JS000101-251211-0084,外卖区域.WM客位204262,,,,1,45.8,0.0,45.8,收银pos,001-收银,2025-12-11 19:04:42,否,1,19
YY000101-251211-0085,JS000101-251211-0082,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 18:59:21,否,1,18
YY000101-251211-0084,JS000101-251211-0081,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-12-11 18:58:03,否,1,18
YY000101-251211-0083,JS000101-251211-0080,外卖区域.WM客位204262,,,,1,44.5,0.0,44.5,收银pos,001-收银,2025-12-11 18:56:19,否,1,18
YY000101-251211-0081,JS000101-251211-0079,外卖区域.WM客位204262,,,,1,58.7,0.0,58.7,收银pos,001-收银,2025-12-11 18:47:45,否,1,18
YY000101-251211-0079,JS000101-251211-0078,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 18:42:44,否,1,18
YY000101-251211-0078,JS000101-251211-0077,外卖区域.WM客位204262,,,,1,46.7,0.0,46.7,收银pos,001-收银,2025-12-11 18:35:21,否,1,18
YY000101-251211-0077,JS000101-251211-0076,外卖区域.WM客位204262,,,,1,108.4,0.0,108.4,收银pos,001-收银,2025-12-11 18:34:28,否,1,18
YY000101-251211-0076,JS000101-251211-0075,外卖区域.WM客位204262,,,,1,136.2,0.0,136.2,收银pos,001-收银,2025-12-11 18:33:25,否,1,18
YY000101-251211-0073,JS000101-251211-0074,大厅.A11,,,,1,30.0,0.0,30.0,收银pos,001-收银,2025-12-11 18:32:37,否,0,18
YY000101-251211-0075,JS000101-251211-0073,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-11 18:26:58,否,1,18
YY000101-251211-0063,JS000101-251211-0072,大厅.A04,,,,2,112.0,0.0,112.0,收银pos,001-收银,2025-12-11 18:19:07,否,0,18
YY000101-251211-0068,JS000101-251211-0071,大厅.A09,,,,2,133.0,26.6,106.4,收银pos,001-收银,2025-12-11 18:12:43,否,0,18
YY000101-251211-0072,JS000101-251211-0070,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 18:12:01,否,1,18
YY000101-251211-0071,JS000101-251211-0069,外卖区域.WM客位204262,,,,1,74.6,0.0,74.6,收银pos,001-收银,2025-12-11 18:10:13,否,1,18
YY000101-251211-0070,JS000101-251211-0068,外卖区域.WM客位204262,,,,1,37.7,0.0,37.7,收银pos,001-收银,2025-12-11 18:07:08,否,1,18
YY000101-251211-0069,JS000101-251211-0067,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-11 18:00:11,否,1,18
YY000101-251211-0067,JS000101-251211-0066,外卖区域.WM客位204262,,,,1,69.7,0.0,69.7,收银pos,001-收银,2025-12-11 17:43:33,否,1,17
YY000101-251211-0066,JS000101-251211-0065,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-11 17:41:19,否,1,17
YY000101-251211-0065,JS000101-251211-0064,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-11 17:37:08,否,1,17
YY000101-251211-0064,JS000101-251211-0063,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-12-11 17:32:07,否,1,17
YY000101-251211-0062,JS000101-251211-0062,大厅.A09,,,,2,63.0,0.0,63.0,收银pos,001-收银,2025-12-11 17:11:37,否,0,17
YY000101-251211-0061,JS000101-251211-0061,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-11 16:57:35,否,1,16
YY000101-251211-0060,JS000101-251211-0060,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 16:51:53,否,1,16
YY000101-251211-0059,JS000101-251211-0059,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 16:31:12,否,1,16
YY000101-251211-0058,JS000101-251211-0058,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-11 16:27:22,否,1,16
YY000101-251211-0056,JS000101-251211-0056,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-11 14:35:13,否,1,14
YY000101-251211-0055,JS000101-251211-0055,外卖区域.WM客位204262,,,,1,43.7,0.0,43.7,收银pos,001-收银,2025-12-11 14:31:33,否,1,14
YY000101-251211-0054,JS000101-251211-0054,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 14:08:21,否,1,14
YY000101-251211-0052,JS000101-251211-0053,大厅.A01,,,,2,79.0,0.0,79.0,收银pos,001-收银,2025-12-11 14:05:59,否,0,14
YY000101-251211-0053,JS000101-251211-0052,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-11 14:04:41,否,1,14
YY000101-251211-0051,JS000101-251211-0051,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-11 13:37:46,否,1,13
YY000101-251211-0050,JS000101-251211-0050,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-11 13:22:24,否,1,13
YY000101-251211-0049,JS000101-251211-0049,大厅.A04,,,,2,56.0,0.0,56.0,收银pos,001-收银,2025-12-11 13:14:33,否,0,13
YY000101-251211-0048,JS000101-251211-0048,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-11 12:58:57,否,1,12
YY000101-251211-0037,JS000101-251211-0046,大厅.A02,,,,1,43.0,0.0,43.0,收银pos,001-收银,2025-12-11 12:57:37,否,0,12
YY000101-251211-0045,JS000101-251211-0047,大厅.A07,,,,2,54.0,0.0,54.0,收银pos,001-收银,2025-12-11 12:57:27,否,0,12
YY000101-251211-0042,JS000101-251211-0039,大厅.A01,,,,2,23.8,0.0,23.8,收银pos,001-收银,2025-12-11 12:54:07,否,0,12
YY000101-251211-0028,JS000101-251211-0026,大厅.A03,,,,2,71.4,0.0,71.4,收银pos,001-收银,2025-12-11 12:54:02,否,0,12
YY000101-251211-0021,JS000101-251211-0045,大厅.A05,,,,2,201.0,0.0,201.0,收银pos,001-收银,2025-12-11 12:51:07,否,0,12
YY000101-251211-0047,JS000101-251211-0044,外卖区域.WM客位204262,,,,1,35.8,0.0,35.8,收银pos,001-收银,2025-12-11 12:49:59,否,1,12
YY000101-251211-0046,JS000101-251211-0043,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-11 12:48:21,否,1,12
YY000101-251211-0027,JS000101-251211-0042,大厅.A08,,,,4,527.0,0.0,527.0,收银pos,001-收银,2025-12-11 12:47:40,否,0,12
YY000101-251211-0044,JS000101-251211-0041,外卖区域.WM客位204262,,,,1,43.8,0.0,43.8,收银pos,001-收银,2025-12-11 12:32:39,否,1,12
YY000101-251211-0043,JS000101-251211-0040,外卖区域.WM客位204262,,,,1,36.8,0.0,36.8,收银pos,001-收银,2025-12-11 12:30:35,否,1,12
YY000101-251211-0041,JS000101-251211-0038,外卖区域.WM客位204262,,,,1,37.3,0.0,37.3,收银pos,001-收银,2025-12-11 12:29:37,否,1,12
YY000101-251211-0040,JS000101-251211-0037,外卖区域.WM客位204262,,,,1,27.8,0.0,27.8,收银pos,001-收银,2025-12-11 12:27:18,否,1,12
YY000101-251211-0039,JS000101-251211-0036,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-11 12:25:39,否,1,12
YY000101-251211-0038,JS000101-251211-0035,外卖区域.WM客位204262,,,,1,43.7,0.0,43.7,收银pos,001-收银,2025-12-11 12:23:15,否,1,12
YY000101-251211-0036,JS000101-251211-0034,大厅.A06,,,,2,62.0,0.0,62.0,收银pos,001-收银,2025-12-11 12:19:57,否,0,12
YY000101-251211-0035,JS000101-251211-0033,外卖区域.WM客位204262,,,,1,50.8,0.0,50.8,收银pos,001-收银,2025-12-11 12:17:34,否,1,12
YY000101-251211-0034,JS000101-251211-0032,外卖区域.WM客位204262,,,,1,50.8,0.0,50.8,收银pos,001-收银,2025-12-11 12:17:01,否,1,12
YY000101-251211-0032,JS000101-251211-0030,外卖区域.WM客位204262,,,,1,32.8,0.0,32.8,收银pos,001-收银,2025-12-11 12:11:48,否,1,12
YY000101-251211-0031,JS000101-251211-0029,外卖区域.WM客位204262,,,,1,40.7,0.0,40.7,收银pos,001-收银,2025-12-11 12:10:04,否,1,12
YY000101-251211-0030,JS000101-251211-0028,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 12:08:00,否,1,12
YY000101-251211-0029,JS000101-251211-0027,外卖区域.WM客位204262,,,,1,44.5,0.0,44.5,收银pos,001-收银,2025-12-11 12:04:25,否,1,12
YY000101-251211-0020,JS000101-251211-0025,大厅.A09,,,,2,23.0,0.0,23.0,收银pos,001-收银,2025-12-11 11:57:31,否,0,11
YY000101-251211-0026,JS000101-251211-0024,外卖区域.WM客位204262,,,,1,36.7,0.0,36.7,收银pos,001-收银,2025-12-11 11:49:43,否,1,11
YY000101-251211-0025,JS000101-251211-0023,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 11:48:15,否,1,11
YY000101-251211-0024,JS000101-251211-0022,外卖区域.WM客位204262,,,,1,70.6,0.0,70.6,收银pos,001-收银,2025-12-11 11:44:50,否,1,11
YY000101-251211-0023,JS000101-251211-0021,外卖区域.WM客位204262,,,,1,31.8,0.0,31.8,收银pos,001-收银,2025-12-11 11:43:32,否,1,11
YY000101-251211-0022,JS000101-251211-0020,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-11 11:41:28,否,1,11
YY000101-251211-0019,JS000101-251211-0019,外卖区域.WM客位204262,,,,1,40.8,0.0,40.8,收银pos,001-收银,2025-12-11 11:27:58,否,1,11
YY000101-251211-0018,JS000101-251211-0018,外卖区域.WM客位204262,,,,1,39.8,0.0,39.8,收银pos,001-收银,2025-12-11 11:26:45,否,1,11
YY000101-251211-0017,JS000101-251211-0017,外卖区域.WM客位204262,,,,1,42.8,0.0,42.8,收银pos,001-收银,2025-12-11 11:25:11,否,1,11
YY000101-251211-0016,JS000101-251211-0016,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 11:23:07,否,1,11
YY000101-251211-0015,JS000101-251211-0015,外卖区域.WM客位204262,,,,1,69.8,0.0,69.8,收银pos,001-收银,2025-12-11 11:22:25,否,1,11
YY000101-251211-0014,JS000101-251211-0014,外卖区域.WM客位204262,,,,1,34.8,0.0,34.8,收银pos,001-收银,2025-12-11 11:18:14,否,1,11
YY000101-251211-0013,JS000101-251211-0013,外卖区域.WM客位204262,,,,1,37.8,0.0,37.8,收银pos,001-收银,2025-12-11 11:16:50,否,1,11
YY000101-251211-0012,JS000101-251211-0012,外卖区域.WM客位204262,,,,1,39.6,0.0,39.6,收银pos,001-收银,2025-12-11 11:16:12,否,1,11
YY000101-251211-0011,JS000101-251211-0011,外卖区域.WM客位204262,,,,1,44.8,0.0,44.8,收银pos,001-收银,2025-12-11 11:03:01,否,1,11
YY000101-251211-0010,JS000101-251211-0010,外卖区域.WM客位204262,,,,1,73.8,0.0,73.8,收银pos,001-收银,2025-12-11 11:02:53,否,1,11
YY000101-251211-0009,JS000101-251211-0009,外卖区域.WM客位204262,,,,1,39.7,0.0,39.7,收银pos,001-收银,2025-12-11 11:00:39,否,1,11
YY000101-251211-0008,JS000101-251211-0008,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-12-11 10:57:54,否,1,10
YY000101-251211-0007,JS000101-251211-0007,外卖区域.WM客位204262,,,,1,33.8,0.0,33.8,收银pos,001-收银,2025-12-11 10:57:37,否,1,10
YY000101-251211-0006,JS000101-251211-0006,外卖区域.WM客位204262,,,,1,47.8,0.0,47.8,收银pos,001-收银,2025-12-11 10:53:11,否,1,10
YY000101-251211-0005,JS000101-251211-0005,外卖区域.WM客位204262,,,,1,55.2,0.0,55.2,收银pos,001-收银,2025-12-11 10:50:10,否,1,10
YY000101-251211-0004,JS000101-251211-0004,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-11 10:50:02,否,1,10
YY000101-251211-0003,JS000101-251211-0003,外卖区域.WM客位204262,,,,1,42.6,0.0,42.6,收银pos,001-收银,2025-12-11 10:49:50,否,1,10
YY000101-251211-0002,JS000101-251211-0002,外卖区域.WM客位204262,,,,1,39.7,0.0,39.7,收银pos,001-收银,2025-12-11 10:41:11,否,1,10
YY000101-251211-0001,JS000101-251211-0001,外卖区域.WM客位204262,,,,1,38.8,0.0,38.8,收银pos,001-收银,2025-12-11 10:33:07,否,1,10
YY000101-251210-0088,JS000101-251210-0088,大厅.A08,,,,2,24.0,0.0,24.0,收银pos,001-收银,2025-12-10 21:11:11,否,0,21
YY000101-251210-0085,JS000101-251210-0087,大厅.A04,,,,2,22.0,22.0,0.0,收银pos,001-收银,2025-12-10 21:10:21,否,0,21
YY000101-251210-0087,JS000101-251210-0086,外卖区域.WM客位204262,,,,1,46.6,0.0,46.6,收银pos,001-收银,2025-12-10 20:58:55,否,1,20
YY000101-251210-0086,JS000101-251210-0085,外卖区域.WM客位204262,,,,1,44.8,0.0,44.8,收银pos,001-收银,2025-12-10 20:56:16,否,1,20
YY000101-251210-0080,JS000101-251210-0084,大厅.A02,,,,3,146.0,24.0,122.0,收银pos,001-收银,2025-12-10 20:55:30,否,0,20
YY000101-251210-0084,JS000101-251210-0083,大厅.A06,,,,2,258.0,0.0,258.0,收银pos,001-收银,2025-12-10 20:52:04,否,0,20
YY000101-251210-0072,JS000101-251210-0082,大厅.A07,,,,2,211.0,0.0,211.0,收银pos,001-收银,2025-12-10 20:51:24,否,0,20
YY000101-251210-0079,JS000101-251210-0081,大厅.A08,,,,4,173.0,0.0,173.0,收银pos,001-收银,2025-12-10 20:51:06,否,0,20
YY000101-251210-0082,JS000101-251210-0080,大厅.A03,,,,2,243.0,0.0,243.0,收银pos,001-收银,2025-12-10 20:45:37,否,0,20
YY000101-251210-0083,JS000101-251210-0079,外卖区域.WM客位204262,,,,1,35.7,0.0,35.7,收银pos,001-收银,2025-12-10 20:04:20,否,1,20
YY000101-251210-0081,JS000101-251210-0078,外卖区域.WM客位204262,,,,1,66.1,0.0,66.1,收银pos,001-收银,2025-12-10 19:54:11,否,1,19
YY000101-251210-0070,JS000101-251210-0077,大厅.A04,,,,2,20.0,0.0,20.0,收银pos,001-收银,2025-12-10 19:50:27,否,0,19
YY000101-251210-0078,JS000101-251210-0076,外卖区域.WM客位204262,,,,1,94.5,0.0,94.5,收银pos,001-收银,2025-12-10 19:34:26,否,1,19
